avg_dist,avg_inc_price,avg_rating_by_driver,avg_rating_of_driver,city_Carthag,city_Harko,fancy_car_user,first_month_cat_more_1_trip,first_month_cat_no_trips,inc_pct,month_5_still_here,phone_iPhone,weekday_pct
4.13,1.02,4.7,4.4,0,0,TRUE,1,0,3.8,1,1,60.4
2.96,1,4.4,3.3,1,0,TRUE,0,0,0,1,1,66.7
1.59,1,5,4.5,1,0,TRUE,0,1,0,0,0,0
1.43,1,4.2,5,1,0,FALSE,0,1,0,1,1,83.3
2.78,1.03,5,5,1,0,FALSE,1,0,12.5,0,0,87.5
1.62,1.01,4.9,4.6,0,0,FALSE,1,0,3.5,1,1,45.6
2.62,1.04,5,4.5,1,0,FALSE,0,1,8.3,1,1,91.7
23.48,1,5,5,0,1,FALSE,0,0,0,0,0,100
1.18,1,4,5,1,0,TRUE,1,0,0,0,1,100
4.51,2,5,5,1,0,TRUE,0,1,100,1,1,100
4.25,1,5,,1,0,FALSE,0,0,0,0,1,100
2.59,1.21,4.9,5,0,1,TRUE,1,0,28.6,1,1,71.4
2.98,1.06,4.6,3.8,0,0,FALSE,0,0,12.5,1,1,87.5
3.86,1.01,4.6,4.5,0,0,TRUE,1,0,2.4,1,1,73.8
8.1,1,5,1,0,0,TRUE,0,1,0,0,1,0
6.88,1,5,,1,0,FALSE,0,1,0,1,1,100
1.72,1,5,5,1,0,FALSE,0,0,0,0,0,100
5.77,1.25,5,,1,0,FALSE,0,1,50,0,1,50
1.27,1,5,4.3,0,0,FALSE,1,0,0,0,1,85.7
4.35,1,5,5,0,0,TRUE,0,1,0,1,1,75
1.4,1,4.5,4.5,0,0,FALSE,1,0,0,1,1,60
2.58,1.38,4.7,4.8,0,0,FALSE,0,1,50,1,1,25
2.43,1.08,5,5,0,1,TRUE,1,0,18.8,1,1,78.1
4.3,1,5,,1,0,FALSE,0,0,0,0,1,100
4.47,1.13,4.8,4.4,0,0,TRUE,0,1,5.9,1,1,64.7
16.15,1,5,,0,0,TRUE,0,1,0,0,0,100
10,1,4.7,5,1,0,TRUE,1,0,0,0,0,0
5.63,1.09,5,5,0,0,TRUE,1,0,12.5,1,1,100
2.71,1.03,4.9,4.9,0,1,FALSE,0,1,5.3,1,1,47.4
9.85,1,5,5,0,0,FALSE,0,0,0,0,1,100
2,1,5,5,1,0,FALSE,0,1,0,0,0,100
2.75,1,5,5,1,0,FALSE,1,0,0,0,0,66.7
3.82,1,4.6,4.2,0,0,TRUE,1,0,0,1,1,64.7
6.46,1,5,5,0,0,TRUE,0,0,0,0,1,100
6.26,1,4.6,5,0,1,FALSE,0,1,0,1,1,0
4.79,1,5,4.5,1,0,FALSE,1,0,0,0,0,100
2.57,1.25,5,,1,0,FALSE,0,0,100,0,1,100
3.94,1,5,,0,0,TRUE,0,1,0,1,1,100
2.49,1.01,4.8,3,0,0,FALSE,1,0,3.5,1,1,47.4
2.25,1.31,5,3.5,1,0,FALSE,1,0,25,0,1,75
2.29,1,5,2,0,0,TRUE,0,0,0,0,1,0
3.31,1,5,,0,1,TRUE,0,1,0,1,1,0
3.36,1,4.7,5,0,0,TRUE,0,1,0,1,1,66.7
2.82,1,5,,0,0,FALSE,0,1,0,0,0,0
2.22,1.19,5,4.5,0,1,TRUE,1,0,25,1,1,8.3
2.94,1.07,4.7,4.9,0,1,TRUE,1,0,9.8,1,1,58.5
2.58,1,4.9,4.4,0,0,FALSE,1,0,0,1,1,50
5.02,1,5,4,0,1,FALSE,0,1,0,1,1,100
6.92,1.13,5,5,0,0,FALSE,0,1,16.7,1,1,100
2.57,1,5,5,1,0,FALSE,0,1,0,1,0,100
7.93,1.04,5,4.8,1,0,FALSE,0,0,14.3,1,1,42.9
1.35,1,4.9,3.1,0,0,FALSE,0,0,0,1,1,66.7
13.22,1,5,5,0,0,TRUE,0,0,0,1,1,50
8.5,1,5,5,0,1,FALSE,0,0,0,0,0,0
11.81,1.38,5,,1,0,FALSE,0,0,50,0,1,0
3.42,1,5,5,0,0,FALSE,0,1,0,1,0,80
0.02,1,5,5,0,0,FALSE,0,0,0,0,1,100
2.02,1,5,5,0,1,FALSE,0,1,0,0,0,100
2.15,1,5,5,1,0,FALSE,0,1,0,0,0,100
4.24,1.1,4.9,4.4,0,1,FALSE,1,0,13,1,1,43.5
2.89,1.17,4.7,4.6,0,0,FALSE,1,0,18.3,1,1,58.1
6.19,1,4,5,1,0,FALSE,0,1,0,0,1,100
1.13,1.1,4.7,4.7,1,0,TRUE,1,0,14.3,1,0,89.3
17.23,1,5,,0,0,FALSE,0,0,0,0,0,100
5.62,1,5,4.5,1,0,TRUE,0,1,0,1,1,100
4.89,1,4.8,5,1,0,FALSE,1,0,0,0,0,0
32.34,1,5,,0,0,TRUE,0,0,0,0,1,100
2.84,1,5,5,1,0,FALSE,0,1,0,1,1,0
2.72,1.02,4.7,4.4,0,0,FALSE,1,0,5.3,1,1,81.6
27.66,1.25,5,4.8,0,0,TRUE,1,0,16.7,0,1,83.3
1.23,1,3,5,0,0,FALSE,0,0,0,0,0,100
5.05,1.05,4.9,5,1,0,FALSE,1,0,9.1,1,1,54.5
4.06,1.13,4.8,4.9,1,0,FALSE,1,0,16,1,1,56
2.95,1,4.5,,0,1,FALSE,0,0,0,0,1,100
1.94,1.17,5,5,0,0,FALSE,1,0,33.3,1,0,100
0.91,1,4.5,5,0,0,FALSE,1,0,0,0,1,50
2.43,1.05,4.7,4.6,1,0,FALSE,1,0,7,1,1,69.8
5.42,1.05,4.6,5,0,0,TRUE,1,0,2.7,1,1,94.6
2.8,1,5,,1,0,TRUE,0,0,0,0,1,0
3.58,1.07,5,5,0,1,FALSE,0,0,14.3,1,1,85.7
3.28,1,4.8,5,1,0,TRUE,1,0,0,1,1,100
7.26,1,5,5,0,1,TRUE,1,0,0,0,0,81.8
1.93,1.17,4.7,5,0,0,FALSE,1,0,13.5,1,1,59.6
9.03,1,4.5,,0,1,FALSE,0,1,0,1,0,100
9.52,1,5,5,1,0,TRUE,0,0,0,0,1,100
2.57,1,5,5,0,1,FALSE,0,1,0,1,1,0
14.59,1,5,5,0,1,TRUE,0,1,0,1,0,100
1.68,1,5,5,1,0,FALSE,0,1,0,0,0,100
3,1.06,4.8,4.8,0,0,TRUE,1,0,4.3,1,1,63.8
2.87,1.75,5,5,0,0,FALSE,0,1,100,0,0,0
12.34,1,4.7,5,1,0,TRUE,0,1,0,0,1,33.3
6.07,1,5,4.7,0,1,FALSE,0,1,0,0,1,42.9
3.39,1.01,5,4.6,1,0,TRUE,1,0,4.5,1,1,77.3
6.62,1.08,5,3,0,0,FALSE,1,0,11.1,1,1,44.4
2.51,1,3.5,,0,1,TRUE,0,1,0,1,1,50
2.32,1,1,5,0,0,TRUE,0,1,0,0,0,100
0.84,1,5,,1,0,FALSE,0,1,0,0,1,100
4.61,1,5,3.5,0,0,FALSE,1,0,0,0,1,100
17.46,1,4,5,0,0,FALSE,0,0,0,0,1,0
2.03,1,5,4,1,0,TRUE,0,1,0,1,1,100
1.75,1,5,,1,0,TRUE,0,0,0,0,1,0
1.51,1.13,5,5,0,0,TRUE,0,1,50,0,1,0
1.17,1,5,5,1,0,FALSE,0,0,0,0,0,0
2.93,1,3,4,0,0,FALSE,0,0,0,0,1,100
1.74,1,5,4,1,0,FALSE,1,0,0,0,1,100
5.42,1,5,5,0,0,FALSE,0,0,0,0,1,33.3
0.67,1,3,4,0,0,FALSE,0,0,0,0,1,100
5.02,1,3,4,0,0,TRUE,0,0,0,0,1,0
2.6,2,5,5,0,1,FALSE,0,1,100,0,1,0
4.81,1,5,5,1,0,TRUE,0,0,0,1,1,85.7
0.79,1,5,4,0,0,TRUE,1,0,0,0,1,100
2.69,1,4.6,4.3,0,0,FALSE,0,1,0,0,1,16.7
2.71,1,5,5,1,0,FALSE,0,1,0,1,0,66.7
2.12,1,5,3,0,1,FALSE,0,1,0,1,1,100
13.38,1,5,4.7,0,1,FALSE,1,0,0,0,1,20
3.36,1,5,5,0,0,FALSE,0,0,0,0,0,50
0.71,2.25,5,,0,0,FALSE,0,1,100,0,1,0
1.95,1.02,4.8,5,1,0,TRUE,1,0,2.1,0,1,72.3
5.11,1.5,4.3,5,0,1,FALSE,1,0,33.3,0,1,100
3.95,1.1,4.9,4.7,0,1,FALSE,1,0,16,1,1,72
3.5,1.05,4.8,4.7,0,0,TRUE,0,1,7.1,1,1,92.9
3.03,1.5,5,,1,0,FALSE,0,0,100,0,1,0
1.06,1,4.5,5,1,0,TRUE,1,0,0,1,0,0
2.58,1,5,5,0,0,FALSE,1,0,0,0,1,0
6.17,1,5,4,0,1,FALSE,0,1,0,0,1,33.3
2.47,1,5,5,0,0,FALSE,1,0,0,0,0,66.7
5.1,1,5,,0,0,FALSE,0,1,0,1,1,100
18.33,1,4,5,0,1,FALSE,0,0,0,0,0,100
6.66,1,5,5,1,0,FALSE,0,0,0,0,0,0
12.24,1,5,,0,0,FALSE,0,0,0,0,1,100
1.47,1,5,5,0,0,FALSE,0,1,0,0,1,100
10.04,1.11,4.7,4.3,0,0,FALSE,1,0,9.5,1,1,71.4
3.57,1.01,4.6,5,0,0,FALSE,1,0,3.4,1,1,41.4
5.33,3,5,5,0,0,FALSE,0,0,100,0,1,100
19.26,1,5,,0,0,FALSE,0,1,0,0,0,0
3.21,1,5,5,0,0,FALSE,0,0,0,0,0,0
0.24,1,5,4.5,0,0,FALSE,1,0,0,0,0,100
3.88,1.01,4.7,5,1,0,FALSE,0,1,5,1,1,55
3.18,1.05,4.8,4.7,0,0,TRUE,1,0,7.3,1,1,70.7
5.21,1,4.3,5,1,0,TRUE,0,1,0,1,1,33.3
9.83,1.25,4.5,4.4,0,1,TRUE,1,0,28.1,1,1,68.8
5.11,1,5,4,1,0,TRUE,0,0,0,0,1,0
1.76,1,5,5,0,0,TRUE,1,0,0,0,1,0
3.77,1,5,,0,0,FALSE,0,1,0,0,0,100
3.05,1,5,5,1,0,TRUE,1,0,0,0,0,75
0.99,1,4.5,4.5,1,0,TRUE,1,0,0,0,0,100
1.19,1,5,5,0,0,TRUE,0,1,0,1,0,100
0.54,1,4,5,0,0,FALSE,0,0,0,0,1,0
8.71,1,4.2,5,0,0,TRUE,0,0,0,1,0,50
2.92,1,5,,1,0,TRUE,0,0,0,0,1,100
2.75,1.15,5,4.1,0,0,TRUE,1,0,25.8,1,1,51.6
13.06,1,5,5,0,1,FALSE,1,0,0,0,1,50
2.99,1.05,4.9,4.8,0,1,TRUE,1,0,10.3,1,1,95.9
3.29,1,4.5,4,0,0,FALSE,1,0,0,0,1,66.7
5.46,1,5,3,1,0,FALSE,0,0,0,0,1,100
3.92,1,2,,0,0,FALSE,0,1,0,0,1,100
2.16,1.03,5,4.8,1,0,FALSE,1,0,12.5,0,1,37.5
1.55,1,4.2,4.6,0,0,FALSE,0,1,0,1,1,60
4.52,1,4.7,2.5,0,0,TRUE,0,1,0,1,1,60
6.71,1.06,4.7,4.7,1,0,TRUE,1,0,16.7,1,1,66.7
19.86,1,5,5,0,1,FALSE,1,0,0,0,0,100
5.24,1,5,,0,1,FALSE,0,1,0,1,1,0
3.48,1,5,4.6,0,0,FALSE,0,0,0,0,1,25
1.52,1.5,5,5,1,0,FALSE,0,0,100,0,0,50
1.33,1.25,5,5,0,1,FALSE,0,1,100,0,0,0
5.81,1,4.7,4,1,0,FALSE,0,0,0,0,0,66.7
27.62,1,5,4.5,0,1,TRUE,0,1,0,1,1,100
15.62,1,5,,0,0,TRUE,0,0,0,0,0,100
7.62,1,5,,1,0,FALSE,0,0,0,0,1,100
10.05,1,5,5,1,0,TRUE,0,1,0,0,1,100
2.95,1,4.6,5,0,1,FALSE,0,1,0,1,0,81.8
6.36,1,5,4,1,0,FALSE,0,1,0,1,1,0
2.47,1.12,4.9,5,1,0,FALSE,1,0,24.3,0,1,67.6
11.17,1,4.7,4.5,0,1,FALSE,0,1,0,0,1,66.7
1.98,1.02,4.7,4.4,1,0,FALSE,1,0,4,1,1,100
8.01,1.06,4.3,5,0,0,TRUE,1,0,5,1,1,70
1.44,1,5,5,0,1,FALSE,0,0,0,0,1,100
2.36,1,5,,1,0,FALSE,0,0,0,0,1,100
4.14,1,4.9,,0,0,TRUE,0,0,0,1,1,71.4
7.82,1,5,,1,0,TRUE,0,1,0,0,1,100
1.33,2,5,5,1,0,FALSE,0,0,100,0,1,0
15.26,1,5,5,0,0,FALSE,0,1,0,1,1,100
2.19,1.08,5,5,0,0,FALSE,1,0,33.3,0,1,33.3
7.44,1.08,4.7,4.8,0,0,FALSE,0,0,7.7,1,1,84.6
3.3,1,5,4,1,0,FALSE,0,1,0,0,1,100
5.05,1.08,4.8,4.9,0,0,FALSE,0,1,22.2,0,1,33.3
2.59,1,5,5,0,0,FALSE,0,1,0,0,1,100
4.47,1,4.5,4.8,1,0,TRUE,1,0,0,0,0,74.3
3.4,1,5,4,0,0,FALSE,0,0,0,0,0,100
5.93,1,4.7,5,1,0,FALSE,0,1,0,0,0,100
6.86,1,3.7,,0,0,FALSE,0,1,0,1,1,66.7
3.9,1.08,4.8,4.4,0,0,FALSE,1,0,8.2,1,0,72.1
5.92,1,4.5,5,1,0,FALSE,0,1,0,0,0,100
19.93,1,5,5,0,0,TRUE,0,1,0,1,1,0
8.23,1.11,5,4.9,0,1,TRUE,1,0,14.3,1,1,71.4
3.26,1.03,4.7,4.2,0,0,FALSE,1,0,1.1,1,1,62.1
1.46,1,5,4.5,1,0,FALSE,1,0,0,0,1,100
5.25,1,5,,0,1,FALSE,0,1,0,0,0,100
2.07,1,4.5,4.5,0,1,TRUE,1,0,0,0,1,100
4.06,1,4,5,0,0,TRUE,0,1,0,0,1,0
2.21,1.03,4.5,4.8,0,0,FALSE,0,0,12.5,0,1,75
2.54,1.13,4.5,4.9,0,1,TRUE,1,0,15.2,1,0,71.7
6.74,1,4.7,5,1,0,TRUE,1,0,0,0,0,66.7
2.49,4.25,5,,0,0,FALSE,1,0,100,0,1,50
5.45,1,4.7,5,0,1,FALSE,1,0,0,1,1,66.7
1.36,1,5,5,0,1,FALSE,0,0,0,0,1,100
5.88,1.03,4.7,4.6,0,0,FALSE,1,0,2.7,1,1,57.8
5.81,1,5,2,1,0,FALSE,0,1,0,1,0,0
2.62,1.1,4.9,4.5,0,1,TRUE,1,0,15.4,1,1,76.9
4.05,1.25,4.7,5,0,1,TRUE,0,0,25,1,1,100
3.37,1.05,4.6,4.6,0,0,TRUE,1,0,2.3,1,1,52.3
3.22,1.02,4.6,4.2,0,0,FALSE,1,0,6.3,1,1,31.3
3.15,1,4.7,5,1,0,TRUE,1,0,0,1,1,31.6
8.71,1,5,,1,0,FALSE,1,0,0,1,0,0
14.36,1,5,,1,0,FALSE,0,0,0,0,0,0
3.08,1.1,5,5,0,1,FALSE,1,0,16.7,1,1,58.3
3.68,1.05,4.8,4.6,0,0,FALSE,1,0,7.7,1,1,78.5
8.22,1,4.8,5,1,0,FALSE,1,0,0,1,1,75
1.13,1,5,5,1,0,TRUE,0,0,0,0,1,100
2.51,1.25,5,5,0,0,FALSE,1,0,50,0,1,50
2.1,1.06,4.7,5,1,0,TRUE,1,0,11.1,1,1,72.2
4.63,1,4,5,0,0,FALSE,0,0,0,0,1,0
4.3,1,4.8,4.9,0,0,FALSE,1,0,0,1,1,76.2
10.11,1,4.7,4.5,0,1,TRUE,0,0,0,1,0,57.1
3.03,1.07,4.9,5,0,0,FALSE,0,0,14.3,0,0,35.7
9.56,1,4,5,0,0,FALSE,1,0,0,0,1,50
4.44,1.09,5,3.7,1,0,TRUE,1,0,10,0,0,45
5.16,1,5,3.7,0,1,FALSE,0,0,0,1,1,100
14.61,1,5,,0,0,FALSE,0,1,0,0,1,100
6.8,1,4.8,5,0,0,TRUE,1,0,0,1,0,80
1.98,1,4.8,4.3,1,0,TRUE,0,0,0,1,1,80
1.38,1.5,4.5,4,0,1,FALSE,0,1,50,1,1,50
4.97,1,4.6,4.9,0,0,FALSE,1,0,0,1,1,38.9
11.05,1.88,5,,1,0,FALSE,0,0,50,1,1,50
0.98,1,5,4,0,0,FALSE,0,0,0,0,0,100
6.49,1,5,5,1,0,FALSE,0,1,0,0,0,0
7.51,1,4.3,4.3,0,0,FALSE,0,0,0,1,1,71.4
14.62,1,5,5,1,0,TRUE,1,0,0,0,1,100
11.22,1,5,,0,1,FALSE,0,0,0,0,0,0
4.51,2,5,5,0,0,FALSE,1,0,50,0,0,100
5.62,1.18,4.8,4.9,1,0,FALSE,1,0,16.7,1,1,25
1.72,1,5,5,1,0,FALSE,0,0,0,0,1,0
8.91,1,5,4.8,0,0,FALSE,0,0,0,1,1,55.6
2.94,1.02,4.4,4.5,1,0,FALSE,1,0,6.7,1,0,66.7
2.56,1.02,4.5,3.4,0,0,TRUE,0,0,7.7,1,1,53.8
3.24,1,5,5,1,0,TRUE,1,0,0,0,0,33.3
2.48,1.04,4.7,4.3,0,1,TRUE,1,0,8.6,1,1,34.3
2.66,1,5,5,0,0,TRUE,1,0,0,0,1,66.7
3.08,1.07,4.6,4.7,0,0,TRUE,1,0,4,1,1,56
3.83,1.19,5,5,0,0,TRUE,0,0,25,1,0,75
2.97,1.29,4.7,4.7,0,0,FALSE,1,0,14.3,1,1,75
6.72,1.03,4.9,4.5,0,1,FALSE,1,0,6.3,1,0,84.4
10.78,1,5,5,0,0,FALSE,1,0,0,0,1,100
3.15,1.07,4.8,4.4,0,0,TRUE,1,0,14.6,1,1,70.7
13.8,1,5,5,0,1,FALSE,0,0,0,0,0,100
3.83,1,4.8,5,1,0,FALSE,0,1,0,1,1,75
0.62,1,4.8,3,0,0,FALSE,1,0,0,0,1,100
6.71,1.02,5,3.3,0,0,TRUE,1,0,6.7,1,1,40
7.94,1,5,5,0,0,FALSE,0,1,0,0,1,100
1.92,1,4,5,0,0,FALSE,0,1,0,1,1,50
10.91,1,5,,0,0,TRUE,0,0,0,0,0,0
4.43,1.17,5,4.3,1,0,FALSE,1,0,30.8,1,1,69.2
16.63,1,5,,0,0,FALSE,0,1,0,0,1,0
3.32,1.06,4.8,5,1,0,FALSE,1,0,10,0,1,10
16.78,1,5,5,0,0,TRUE,0,0,0,0,1,100
3.05,1,4.3,5,1,0,TRUE,0,1,0,0,1,57.1
9.05,1,5,5,1,0,FALSE,0,1,0,1,0,50
7.38,1,5,3,0,0,TRUE,0,0,0,0,1,33.3
4.76,1.07,4.8,4.6,0,1,FALSE,1,0,18.2,1,1,18.2
3.6,1.14,4.9,4.9,1,0,TRUE,1,0,25,1,1,43.8
2.79,1.08,4.8,4,0,1,FALSE,0,1,15.8,1,1,57.9
9,1,5,4.5,1,0,FALSE,1,0,0,0,0,100
5.43,1,5,1,0,0,FALSE,1,0,0,0,0,50
4.34,1.06,4.3,5,0,1,FALSE,0,0,11.1,0,0,88.9
4.96,1,4.7,4.4,1,0,TRUE,1,0,0,1,1,82.8
4.18,1,4,4,0,0,TRUE,0,1,0,0,1,0
9.71,1,5,4.3,0,0,FALSE,0,1,0,0,0,66.7
2.06,1,5,4,0,1,FALSE,0,1,0,1,1,66.7
2.02,1.02,4.8,4.8,0,0,FALSE,1,0,3.2,0,0,90.3
3.75,1.02,4.7,4.5,0,0,FALSE,0,0,9.1,1,0,54.5
11.47,1,5,5,0,0,FALSE,0,1,0,1,1,100
3.25,1,4,,0,0,FALSE,0,0,0,1,0,0
10.76,1,5,4,0,0,FALSE,0,1,0,1,1,100
1.68,1.21,4.8,4.9,0,1,TRUE,1,0,25.7,1,1,74.3
5.4,1,,5,1,0,FALSE,0,0,0,0,0,100
1.92,1,5,5,0,0,FALSE,0,1,0,0,1,50
3.32,1,4.5,5,1,0,FALSE,1,0,0,0,1,100
4.38,1,3.7,4.5,0,1,TRUE,1,0,0,1,1,33.3
2.74,1,5,4.5,0,0,FALSE,1,0,0,0,0,50
14.85,1,5,5,0,1,FALSE,0,0,0,0,0,100
5.75,1.17,4.4,4.9,0,1,TRUE,1,0,16.7,1,1,58.3
5,1,5,4.7,1,0,TRUE,0,0,0,1,1,87.5
3.44,1,5,,1,0,FALSE,0,1,0,0,1,0
3.55,1,4.5,4.7,0,0,TRUE,1,0,0,1,1,41.2
1.42,1.75,5,5,0,0,FALSE,0,0,100,1,0,0
2.3,1.08,5,4.9,1,0,FALSE,1,0,6.9,1,1,72.4
1.33,1,4.5,4,0,0,FALSE,0,1,0,0,1,50
0.04,1,4,4,0,0,FALSE,0,0,0,0,1,100
4.4,1,5,,0,1,FALSE,0,1,0,0,1,100
2.63,1,4.5,5,1,0,FALSE,1,0,0,0,1,50
8.44,1.17,5,4.6,0,1,TRUE,0,0,16.7,1,1,33.3
4.26,1.25,5,5,0,1,FALSE,1,0,50,1,1,0
13.82,1,5,,0,0,TRUE,0,0,0,0,1,100
3.25,1,5,5,1,0,FALSE,0,1,0,0,0,100
2.14,1,5,,0,0,FALSE,0,1,0,0,0,0
1.74,1,5,5,1,0,FALSE,1,0,0,0,0,100
13.99,1,5,5,0,0,FALSE,0,0,0,1,1,50
3.54,1,5,5,1,0,TRUE,1,0,0,1,1,100
2.36,1,4.8,4.8,0,1,FALSE,1,0,0,0,0,0
3.32,1.35,4,3.8,0,0,FALSE,1,0,20,1,1,20
2.49,1,5,,0,1,FALSE,0,0,0,0,0,100
3,1,4.6,5,1,0,TRUE,1,0,0,1,1,75
3.73,1,5,,1,0,FALSE,0,0,0,0,1,100
3.4,1,4.7,5,0,0,FALSE,0,1,0,1,0,0
4.77,1.15,4.9,4.8,1,0,FALSE,0,1,13.6,1,0,68.2
1.01,1,5,4,1,0,TRUE,0,0,0,0,0,0
2.37,1,4.7,4.9,0,0,FALSE,0,0,0,1,1,84.6
13.35,1,5,,0,0,TRUE,0,1,0,1,1,100
4.08,1.17,5,4.3,1,0,FALSE,0,0,66.7,0,1,0
2.39,1.21,4.3,5,0,0,FALSE,0,0,33.3,0,1,50
4.92,1.23,5,4.9,0,1,TRUE,1,0,25,1,1,75
5.89,1,5,,1,0,FALSE,0,1,0,1,0,0
12.9,1,5,4,0,0,FALSE,0,0,0,0,0,100
2.7,1.3,4.4,3.7,1,0,TRUE,0,0,40,1,1,0
6.55,1,5,5,1,0,FALSE,0,1,0,0,0,33.3
2.23,1.05,4.7,4.9,1,0,TRUE,1,0,9.6,1,1,66.4
10.05,1,5,,1,0,FALSE,0,0,0,0,1,100
25.4,1,5,5,0,0,TRUE,0,0,0,0,1,100
4.99,1.09,4.8,4.6,0,0,FALSE,1,0,13.6,1,0,50
8.03,1,5,5,1,0,FALSE,0,1,0,0,0,100
1.41,1,5,,0,1,FALSE,0,1,0,0,1,100
2.31,1.17,4.8,4.5,0,1,FALSE,1,0,20.9,1,1,76.7
9.33,1,3,,1,0,TRUE,0,1,0,0,0,100
3.76,1.03,4.7,3.3,0,0,FALSE,1,0,7.9,1,1,52.6
9.88,1,5,4,0,0,FALSE,0,0,0,0,1,66.7
2.37,1,5,5,1,0,FALSE,0,1,0,0,1,100
8.45,1,5,5,0,0,FALSE,1,0,0,0,1,75
4.27,1,5,5,1,0,FALSE,1,0,0,0,0,42.9
5.96,1.4,5,3.8,0,0,FALSE,1,0,40,1,0,0
2.32,1.5,5,5,0,1,FALSE,0,1,50,1,1,0
6.31,1.58,4.3,3.5,1,0,FALSE,0,1,33.3,0,0,66.7
11.92,1,5,,0,0,FALSE,0,0,0,0,0,0
2.99,1,5,3,0,0,TRUE,0,0,0,0,1,100
3.3,1.5,5,4,0,0,FALSE,1,0,25,0,1,50
0.9,1.75,5,5,0,0,FALSE,0,0,100,0,1,0
3.84,1,4.7,5,1,0,FALSE,0,0,0,1,1,80
4.39,1,5,4,0,1,FALSE,0,0,0,0,1,0
4.91,1.09,4.8,4.9,1,0,TRUE,0,0,10,1,1,75
2.49,1.25,4.6,5,1,0,TRUE,1,0,20,1,1,40
4.89,1,5,,0,0,FALSE,0,0,0,0,0,100
2.74,1,5,4.5,0,0,FALSE,1,0,0,0,0,0
6.47,1.25,5,5,0,0,FALSE,1,0,50,0,0,100
18.36,1,5,4,0,0,FALSE,0,0,0,0,0,100
4.57,1,5,,1,0,TRUE,0,1,0,0,1,100
5.02,1,4.6,4.2,0,1,FALSE,1,0,0,1,1,70
2.15,1,5,5,0,1,TRUE,0,1,0,0,1,100
32.65,1,5,,0,0,FALSE,0,0,0,0,1,100
0.79,1,5,5,0,0,FALSE,0,1,0,1,1,0
3.4,1.1,4.2,4,0,1,FALSE,1,0,20,1,0,80
1.99,1,5,5,1,0,TRUE,1,0,0,0,0,77.8
4.59,1,4.7,5,0,0,TRUE,1,0,0,1,1,69.2
2.99,1,5,,1,0,TRUE,0,1,0,0,1,100
1.1,1.25,4.5,5,1,0,FALSE,0,0,50,0,0,0
4.17,1,2,5,0,0,FALSE,0,0,0,0,1,100
3.18,1,5,,1,0,FALSE,0,0,0,0,1,100
5.75,1,5,5,1,0,FALSE,1,0,0,0,0,100
24.82,1,5,5,1,0,FALSE,0,1,0,0,0,0
2.72,1,5,,0,0,TRUE,0,1,0,1,1,0
7.3,2,5,,0,0,FALSE,0,1,50,1,1,50
2.44,1.13,5,5,0,1,FALSE,0,1,50,1,0,100
3.46,1,5,5,1,0,FALSE,1,0,0,0,0,0
7.35,1,4.9,4.9,0,0,FALSE,0,1,0,0,1,100
18.13,1,4.7,4.3,0,0,FALSE,0,0,0,1,1,66.7
11.95,1,5,3.8,0,0,TRUE,0,0,0,1,1,80
2.11,1,5,,0,1,TRUE,0,0,0,0,0,66.7
1.12,1,4,5,0,0,FALSE,0,1,0,0,1,0
3.29,1,4.3,4,0,0,TRUE,0,1,0,0,1,33.3
2.59,1,4.8,4.9,0,0,FALSE,1,0,0,0,1,66.7
2.57,1.18,4.9,4.6,0,0,FALSE,0,1,20,1,1,60
7.53,1,5,4,0,0,FALSE,0,0,0,1,0,100
19.81,1,5,,0,1,FALSE,0,0,0,1,1,100
2.74,1.02,4.3,4.4,0,0,TRUE,1,0,4.7,1,1,90.7
3.79,1.29,4.8,4.3,0,0,FALSE,1,0,14.3,0,1,50
5,1,4.9,4.6,0,1,TRUE,1,0,0,1,1,46.2
2.61,1.66,4.8,3.9,1,0,TRUE,1,0,75,0,1,50
3.33,1,5,5,0,0,TRUE,0,0,0,0,1,0
3.35,1.81,4.9,5,0,0,TRUE,1,0,33.3,1,1,55.6
0.97,1,5,4,0,0,TRUE,0,0,0,0,1,100
1.42,1,4,3.5,0,0,FALSE,1,0,0,0,1,50
9.95,1,5,,1,0,FALSE,0,1,0,0,1,100
18.61,1,5,5,0,0,FALSE,0,0,0,0,0,100
3.18,1.25,5,2,0,0,FALSE,0,0,33.3,0,1,100
3.01,1,5,5,0,0,FALSE,1,0,0,0,0,100
1.86,1.19,4.5,4.7,1,0,TRUE,1,0,25,0,1,37.5
4.39,1.17,5,5,0,1,FALSE,1,0,16.7,1,0,50
8.05,1,5,4,0,1,TRUE,0,0,0,0,0,100
15.48,1,5,5,1,0,FALSE,0,0,0,0,1,0
13.84,1,4,5,0,1,FALSE,0,1,0,0,0,100
3,1.07,4.6,4.2,0,1,TRUE,0,0,15.4,1,1,46.2
2.42,1.03,5,5,0,0,TRUE,1,0,9.1,1,1,36.4
12.06,1,5,5,0,0,FALSE,0,1,0,0,0,50
2.35,1,3,5,1,0,TRUE,1,0,0,0,1,0
4.43,1,4.3,4,0,0,FALSE,1,0,0,1,1,28.6
3.11,1,4,4.7,0,0,TRUE,0,0,0,1,0,0
3.15,1.11,4.9,4.8,0,0,FALSE,1,0,24.3,1,1,75.7
5.73,3,5,,1,0,TRUE,0,0,100,0,1,0
2.88,1.31,5,4.5,1,0,FALSE,0,1,25,1,1,75
27.42,1,5,5,1,0,TRUE,0,0,0,0,1,100
3.46,1.29,4.8,4.3,0,0,FALSE,1,0,33.3,0,1,100
